ts,zone_id,label,current,peak
1759867067.2815554,1759862199579,1,1,4
1759867067.2815554,1759862204690,2,8,8
1759867072.2835584,1759862199579,1,3,6
1759867072.2835584,1759862204690,2,6,9
1759867077.230966,1759862199579,1,2,6
1759867077.230966,1759862204690,2,9,10
1759867082.275954,1759862199579,1,1,6
1759867082.275954,1759862204690,2,8,10
1759867087.2346902,1759862199579,1,3,6
1759867087.2346902,1759862204690,2,5,10
1759867092.2371957,1759862199579,1,2,6
1759867092.2371957,1759862204690,2,5,10
1759867097.2463782,1759862199579,1,2,6
1759867097.2463782,1759862204690,2,5,10
1759867102.2318654,1759862199579,1,2,6
1759867102.2318654,1759862204690,2,5,10
1759867107.2290032,1759862199579,1,2,6
1759867107.2290032,1759862204690,2,5,10
1759867112.2377403,1759862199579,1,2,6
1759867112.2377403,1759862204690,2,5,10
1759867117.2378,1759862199579,1,2,6
1759867117.2378,1759862204690,2,5,10
1759867122.2369792,1759862199579,1,2,6
1759867122.2369792,1759862204690,2,5,10
1759867127.235635,1759862199579,1,2,6
1759867127.235635,1759862204690,2,5,10
1759867132.234511,1759862199579,1,2,6
1759867132.234511,1759862204690,2,5,10
1759867137.2468476,1759862199579,1,2,6
1759867137.2468476,1759862204690,2,5,10
1759867142.2358875,1759862199579,1,2,6
1759867142.2358875,1759862204690,2,5,10
1759867147.2326615,1759862199579,1,2,6
1759867147.2326615,1759862204690,2,5,10
1759867152.2298374,1759862199579,1,2,6
1759867152.2298374,1759862204690,2,5,10
1759867157.237179,1759862199579,1,2,6
1759867157.237179,1759862204690,2,5,10
1759867162.235513,1759862199579,1,2,6
1759867162.235513,1759862204690,2,5,10
1759867167.2330613,1759862199579,1,2,6
1759867167.2330613,1759862204690,2,5,10
1759867172.2432122,1759862199579,1,2,6
1759867172.2432122,1759862204690,2,5,10
1759867177.2417798,1759862199579,1,2,6
1759867177.2417798,1759862204690,2,5,10
1759867182.240564,1759862199579,1,2,6
1759867182.240564,1759862204690,2,5,10
1759867187.233163,1759862199579,1,2,6
1759867187.233163,1759862204690,2,5,10
1759867192.2297735,1759862199579,1,2,6
1759867192.2297735,1759862204690,2,5,10
1759867197.678729,1759862199579,1,2,6
1759867197.678729,1759862204690,2,5,10
1759867202.6823933,1759862199579,1,2,6
1759867202.6823933,1759862204690,2,5,10
1759867207.6818147,1759862199579,1,2,6
1759867207.6818147,1759862204690,2,5,10
1759867212.6856623,1759862199579,1,2,6
1759867212.6856623,1759862204690,2,5,10
1759867217.6730955,1759862199579,1,2,6
1759867217.6730955,1759862204690,2,5,10
1759867222.686391,1759862199579,1,2,6
1759867222.686391,1759862204690,2,5,10
1759867227.6785934,1759862199579,1,2,6
1759867227.6785934,1759862204690,2,5,10
1759867232.680736,1759862199579,1,2,6
1759867232.680736,1759862204690,2,5,10
1759867237.676298,1759862199579,1,2,6
1759867237.676298,1759862204690,2,5,10
1759867242.6716368,1759862199579,1,2,6
1759867242.6716368,1759862204690,2,5,10
1759867247.6750126,1759862199579,1,2,6
1759867247.6750126,1759862204690,2,5,10
1759867252.678645,1759862199579,1,2,6
1759867252.678645,1759862204690,2,5,10
1759867257.67926,1759862199579,1,2,6
1759867257.67926,1759862204690,2,5,10
1759867262.6747618,1759862199579,1,2,6
1759867262.6747618,1759862204690,2,5,10
1759867288.6851306,1759862199579,1,2,6
1759867288.6851306,1759862204690,2,5,10
1759867348.6816237,1759862199579,1,2,6
1759867348.6816237,1759862204690,2,5,10
1759867408.6859944,1759862199579,1,2,6
1759867408.6859944,1759862204690,2,5,10
1759867468.6784835,1759862199579,1,2,6
1759867468.6784835,1759862204690,2,5,10
1759867528.6829352,1759862199579,1,2,6
1759867528.6829352,1759862204690,2,5,10
1759867588.6863496,1759862199579,1,2,6
1759867588.6863496,1759862204690,2,5,10
1759867670.961343,1759862199579,1,2,6
1759867670.961343,1759862204690,2,5,10
1759867745.5264804,1759862199579,1,2,6
1759867745.5264804,1759862204690,2,5,10
1759867747.9900656,1759862199579,1,2,6
1759867747.9900656,1759862204690,2,5,10
1759867754.1218045,1759862199579,1,2,6
1759867754.1218045,1759862204690,2,5,10
1759867757.7474294,1759862199579,1,2,6
1759867757.7474294,1759862204690,2,5,10
1759867762.924879,1759862199579,1,2,6
1759867762.924879,1759862204690,2,5,10
1759867837.5674932,1759862199579,1,2,6
1759867837.5674932,1759862204690,2,5,10
1759867862.3727276,1759862199579,1,2,3
1759867862.3727276,1759862204690,2,8,8
1759867866.8130608,1759862199579,1,5,5
1759867866.8130608,1759862204690,2,8,8
1759867871.5378945,1759862199579,1,2,5
1759867871.5378945,1759862204690,2,7,8
1759867876.5439923,1759862199579,1,2,5
1759867876.5439923,1759862204690,2,7,8
1759867881.7962139,1759862199579,1,2,5
1759867881.7962139,1759862204690,2,7,8
1759867886.5251648,1759862199579,1,2,5
1759867886.5251648,1759862204690,2,7,8
1759867891.528783,1759862199579,1,2,5
1759867891.528783,1759862204690,2,7,8
1759867933.1047788,1759862199579,1,2,5
1759867933.1047788,1759862204690,2,7,8
1759867936.523202,1759862199579,1,2,5
1759867936.523202,1759862204690,2,7,8
1759867941.6816998,1759862199579,1,2,5
1759867941.6816998,1759862204690,2,7,8
1759867946.6805742,1759862199579,1,2,5
1759867946.6805742,1759862204690,2,7,8
1759867966.9778311,1759862199579,1,2,5
1759867966.9778311,1759862204690,2,7,8
1759868006.546344,1759862199579,1,3,4
1759868006.546344,1759862204690,2,7,8
1759868011.4858348,1759862199579,1,3,5
1759868011.4858348,1759862204690,2,8,9
1759868016.4794827,1759862199579,1,2,5
1759868016.4794827,1759862204690,2,9,11
1759868021.4861434,1759862199579,1,2,5
1759868021.4861434,1759862204690,2,9,11
1759868026.4830136,1759862199579,1,2,5
1759868026.4830136,1759862204690,2,9,11
1759868031.492637,1759862199579,1,2,5
1759868031.492637,1759862204690,2,9,11
1759868036.4879563,1759862199579,1,2,5
1759868036.4879563,1759862204690,2,9,11
1759868041.4886332,1759862199579,1,2,5
1759868041.4886332,1759862204690,2,9,11
1759868046.4788957,1759862199579,1,2,5
1759868046.4788957,1759862204690,2,9,11
1759868051.4943151,1759862199579,1,2,5
1759868051.4943151,1759862204690,2,9,11
1759868056.4834886,1759862199579,1,2,5
1759868056.4834886,1759862204690,2,9,11
1759868130.726755,1759862199579,1,2,5
1759868130.726755,1759862204690,2,9,11
1759868131.4842772,1759862199579,1,2,5
1759868131.4842772,1759862204690,2,9,11
1759868147.609237,1759862199579,1,1,4
1759868147.609237,1759862204690,2,6,8
1759868152.589046,1759862199579,1,6,6
1759868152.589046,1759862204690,2,8,9
1759868157.577781,1759862199579,1,3,6
1759868157.577781,1759862204690,2,9,10
1759868162.57164,1759862199579,1,2,6
1759868162.57164,1759862204690,2,8,10
1759868167.5715275,1759862199579,1,2,6
1759868167.5715275,1759862204690,2,8,10
1759868172.5790813,1759862199579,1,2,6
1759868172.5790813,1759862204690,2,8,10
1759868177.583164,1759862199579,1,2,6
1759868177.583164,1759862204690,2,8,10
1759868182.5668752,1759862199579,1,2,6
1759868182.5668752,1759862204690,2,8,10
1759868187.567037,1759862199579,1,2,6
1759868187.567037,1759862204690,2,8,10
1759868192.5735881,1759862199579,1,2,6
1759868192.5735881,1759862204690,2,8,10
1759868197.5774243,1759862199579,1,2,6
1759868197.5774243,1759862204690,2,8,10
1759868214.3923142,1759862199579,1,2,6
1759868214.3923142,1759862204690,2,8,10
1759868217.6808894,1759862199579,1,2,6
1759868217.6808894,1759862204690,2,8,10
1759868222.6806667,1759862199579,1,2,6
1759868222.6806667,1759862204690,2,8,10
1759868235.5040934,1759862199579,1,2,6
1759868235.5040934,1759862204690,2,8,10
1759868647.57896,1759862199579,1,2,4
1759868647.57896,1759862204690,2,7,8
1759868652.5683792,1759862199579,1,2,4
1759868652.5683792,1759862204690,2,7,8
1759868657.5755844,1759862199579,1,2,4
1759868657.5755844,1759862204690,2,7,8
1759868662.5711777,1759862199579,1,2,4
1759868662.5711777,1759862204690,2,7,8
1759868667.5729258,1759862199579,1,2,4
1759868667.5729258,1759862204690,2,7,8
1759868672.5744536,1759862199579,1,2,4
1759868672.5744536,1759862204690,2,7,8
1759868756.1303172,1759862199579,1,2,4
1759868756.1303172,1759862204690,2,7,8
1759868757.562506,1759862199579,1,2,4
1759868757.562506,1759862204690,2,7,8
1759869059.3511057,1759862199579,1,0,0
1759869059.3511057,1759862204690,2,0,0
1759869064.3483536,1759862199579,1,0,0
1759869064.3483536,1759862204690,2,0,0
1759869069.3500936,1759862199579,1,0,0
1759869069.3500936,1759862204690,2,0,0
1759869074.3425415,1759862199579,1,0,0
1759869074.3425415,1759862204690,2,0,0
1759869079.3452523,1759862199579,1,0,0
1759869079.3452523,1759862204690,2,0,0
1759869084.3498743,1759862199579,1,0,0
1759869084.3498743,1759862204690,2,0,0
1759869089.674329,1759862199579,1,0,0
1759869089.674329,1759862204690,2,0,0
1759869094.6844232,1759862199579,1,0,0
1759869094.6844232,1759862204690,2,0,0
1759869099.6814125,1759862199579,1,0,0
1759869099.6814125,1759862204690,2,0,0
1759869104.6824474,1759862199579,1,0,0
1759869104.6824474,1759862204690,2,0,0
1759869109.6797924,1759862199579,1,0,0
1759869109.6797924,1759862204690,2,0,0
1759869114.685516,1759862199579,1,0,0
1759869114.685516,1759862204690,2,0,0
1759869119.680333,1759862199579,1,0,0
1759869119.680333,1759862204690,2,0,0
1759869148.680179,1759862199579,1,0,0
1759869148.680179,1759862204690,2,0,0
1759869208.6825955,1759862199579,1,0,0
1759869208.6825955,1759862204690,2,0,0
1759869268.6777158,1759862199579,1,0,0
1759869268.6777158,1759862204690,2,0,0
1759869328.6906264,1759862199579,1,0,0
1759869328.6906264,1759862204690,2,0,0
1759869388.676063,1759862199579,1,0,0
1759869388.676063,1759862204690,2,0,0
1759869448.6817448,1759862199579,1,0,0
1759869448.6817448,1759862204690,2,0,0
1759869478.9324732,1759862199579,1,0,0
1759869478.9324732,1759862204690,2,0,0
1759869479.3381534,1759862199579,1,0,0
1759869479.3381534,1759862204690,2,0,0
1759869491.118943,1759862199579,1,3,3
1759869491.118943,1759862204690,2,7,8
1759869496.1802704,1759862199579,1,2,6
1759869496.1802704,1759862204690,2,8,9
1759869501.1680992,1759862199579,1,3,6
1759869501.1680992,1759862204690,2,8,10
1759869506.1233478,1759862199579,1,3,6
1759869506.1233478,1759862204690,2,4,10
1759869840.311129,1759862199579,1,0,4
1759869840.311129,1759862204690,2,6,8
1759869861.3232853,1759862199579,1,3,3
1759869861.3232853,1759862204690,2,6,7
1759869866.2569642,1759862199579,1,1,4
1759869866.2569642,1759862204690,2,7,8
1759869871.2647672,1759862199579,1,3,4
1759869871.2647672,1759862204690,2,7,9
1759870072.3201516,1759862199579,1,3,4
1759870072.3201516,1759862204690,2,6,8
1759870077.355632,1759862199579,1,5,5
1759870077.355632,1759862204690,2,7,9
1759870082.3313687,1759862199579,1,2,6
1759870082.3313687,1759862204690,2,7,11
1759870102.5986876,1759862199579,1,2,4
1759870102.5986876,1759862204690,2,6,8
1759870107.5553424,1759862199579,1,4,6
1759870107.5553424,1759862204690,2,6,9
1759870112.5411928,1759862199579,1,3,6
1759870112.5411928,1759862204690,2,8,11
1759870117.5428977,1759862199579,1,1,6
1759870117.5428977,1759862204690,2,9,11
1759870122.5435073,1759862199579,1,1,6
1759870122.5435073,1759862204690,2,9,11
1759870127.5444567,1759862199579,1,1,6
1759870127.5444567,1759862204690,2,9,11
1759870132.538821,1759862199579,1,1,6
1759870132.538821,1759862204690,2,9,11
1759870137.5435488,1759862199579,1,1,6
1759870137.5435488,1759862204690,2,9,11
1759870142.539575,1759862199579,1,1,6
1759870142.539575,1759862204690,2,9,11
1759870147.5529892,1759862199579,1,1,6
1759870147.5529892,1759862204690,2,9,11
1759870152.5514238,1759862199579,1,1,6
1759870152.5514238,1759862204690,2,9,11
1759870157.6873193,1759862199579,1,1,6
1759870157.6873193,1759862204690,2,9,11
1759870162.538524,1759862199579,1,1,6
1759870162.538524,1759862204690,2,9,11
1759870306.726673,1759862199579,1,1,4
1759870306.726673,1759862204690,2,6,8
1759870311.6828792,1759862199579,1,4,5
1759870311.6828792,1759862204690,2,7,8
1759870373.1260204,1759862199579,1,2,4
1759870373.1260204,1759862204690,2,6,8
1759870781.5357926,1759862199579,1,3,4
1759870781.5357926,1759862204690,2,8,8
1759870786.4992158,1759862199579,1,3,6
1759870786.4992158,1759862204690,2,6,9
1759870806.0404189,1759862199579,1,3,4
1759870806.0404189,1759862204690,2,6,8
1759870811.0762584,1759862199579,1,4,6
1759870811.0762584,1759862204690,2,6,9
1759870816.0137525,1759862199579,1,2,6
1759870816.0137525,1759862204690,2,9,10
1759870821.050543,1759862199579,1,1,6
1759870821.050543,1759862204690,2,8,10
1759870826.0828297,1759862199579,1,3,6
1759870826.0828297,1759862204690,2,4,10
1759870831.0093622,1759862199579,1,2,6
1759870831.0093622,1759862204690,2,7,10
1759870836.0107548,1759862199579,1,2,6
1759870836.0107548,1759862204690,2,7,10
1759870841.0112448,1759862199579,1,2,6
1759870841.0112448,1759862204690,2,7,10
1759870846.0095477,1759862199579,1,2,6
1759870846.0095477,1759862204690,2,7,10
1759870851.0132105,1759862199579,1,2,6
1759870851.0132105,1759862204690,2,7,10
1759870856.015703,1759862199579,1,2,6
1759870856.015703,1759862204690,2,7,10
1759870861.0200899,1759862199579,1,2,6
1759870861.0200899,1759862204690,2,7,10
1759870866.686529,1759862199579,1,2,6
1759870866.686529,1759862204690,2,7,10
1759870871.6778991,1759862199579,1,2,6
1759870871.6778991,1759862204690,2,7,10
1759870876.1455061,1759862199579,1,2,6
1759870876.1455061,1759862204690,2,7,10
1759870881.671344,1759862199579,1,2,6
1759870881.671344,1759862204690,2,7,10
1759870886.6799114,1759862199579,1,2,6
1759870886.6799114,1759862204690,2,7,10
1759870891.6761308,1759862199579,1,2,6
1759870891.6761308,1759862204690,2,7,10
1759870896.6915967,1759862199579,1,2,6
1759870896.6915967,1759862204690,2,7,10
1759870901.674777,1759862199579,1,2,6
1759870901.674777,1759862204690,2,7,10
1759870906.6864393,1759862199579,1,2,6
1759870906.6864393,1759862204690,2,7,10
1759870911.67631,1759862199579,1,2,6
1759870911.67631,1759862204690,2,7,10
1759870916.680978,1759862199579,1,2,6
1759870916.680978,1759862204690,2,7,10
1759870921.6920133,1759862199579,1,2,6
1759870921.6920133,1759862204690,2,7,10
1759870926.6775546,1759862199579,1,2,6
1759870926.6775546,1759862204690,2,7,10
1759870931.6748428,1759862199579,1,2,6
1759870931.6748428,1759862204690,2,7,10
1759870936.6823459,1759862199579,1,2,6
1759870936.6823459,1759862204690,2,7,10
1759870948.6820598,1759862199579,1,2,6
1759870948.6820598,1759862204690,2,7,10
1759871003.7615728,1759862199579,1,2,6
1759871003.7615728,1759862204690,2,7,10
1759871006.0088034,1759862199579,1,2,6
1759871006.0088034,1759862204690,2,7,10
1759871011.0085862,1759862199579,1,2,6
1759871011.0085862,1759862204690,2,7,10
1759871016.0098321,1759862199579,1,2,6
1759871016.0098321,1759862204690,2,7,10
1759871021.0103323,1759862199579,1,2,6
1759871021.0103323,1759862204690,2,7,10
1759871026.0085046,1759862199579,1,2,6
1759871026.0085046,1759862204690,2,7,10
1759871031.0090983,1759862199579,1,2,6
1759871031.0090983,1759862204690,2,7,10
1759871036.0081236,1759862199579,1,2,6
1759871036.0081236,1759862204690,2,7,10
1759871041.0175755,1759862199579,1,2,6
1759871041.0175755,1759862204690,2,7,10
1759871052.099059,1759862199579,1,2,4
1759871052.099059,1759862204690,2,6,8
1759871057.15622,1759862199579,1,4,6
1759871057.15622,1759862204690,2,6,9
1759871062.1565611,1759862199579,1,2,6
1759871062.1565611,1759862204690,2,9,11
1759871067.0948403,1759862199579,1,0,6
1759871067.0948403,1759862204690,2,9,11
1759871072.111237,1759862199579,1,1,6
1759871072.111237,1759862204690,2,4,11
1759871077.1007662,1759862199579,1,2,6
1759871077.1007662,1759862204690,2,5,11
1759871082.0967946,1759862199579,1,2,6
1759871082.0967946,1759862204690,2,5,11
1759871087.0952048,1759862199579,1,2,6
1759871087.0952048,1759862204690,2,5,11
1759871092.1057413,1759862199579,1,2,6
1759871092.1057413,1759862204690,2,5,11
1759871097.1032314,1759862199579,1,2,6
1759871097.1032314,1759862204690,2,5,11
1759871102.0961351,1759862199579,1,2,6
1759871102.0961351,1759862204690,2,5,11
1759871107.0965493,1759862199579,1,2,6
1759871107.0965493,1759862204690,2,5,11
1759871112.1032119,1759862199579,1,2,6
1759871112.1032119,1759862204690,2,5,11
1759871117.0942898,1759862199579,1,2,6
1759871117.0942898,1759862204690,2,5,11
1759871122.1021273,1759862199579,1,2,6
1759871122.1021273,1759862204690,2,5,11
1759871127.0927567,1759862199579,1,2,6
1759871127.0927567,1759862204690,2,5,11
1759871132.0971925,1759862199579,1,2,6
1759871132.0971925,1759862204690,2,5,11
1759871137.1105278,1759862199579,1,2,6
1759871137.1105278,1759862204690,2,5,11
1759871142.1002524,1759862199579,1,2,6
1759871142.1002524,1759862204690,2,5,11
1759871147.6816938,1759862199579,1,2,6
1759871147.6816938,1759862204690,2,5,11
1759871152.6781335,1759862199579,1,2,6
1759871152.6781335,1759862204690,2,5,11
1759871157.7566037,1759862199579,1,2,6
1759871157.7566037,1759862204690,2,5,11
1759871162.674296,1759862199579,1,2,6
1759871162.674296,1759862204690,2,5,11
1759871167.6861737,1759862199579,1,2,6
1759871167.6861737,1759862204690,2,5,11
1759871172.910813,1759862199579,1,2,6
1759871172.910813,1759862204690,2,5,11
1759871177.6780617,1759862199579,1,2,6
1759871177.6780617,1759862204690,2,5,11
1759871182.6850235,1759862199579,1,2,6
1759871182.6850235,1759862204690,2,5,11
1759871187.679316,1759862199579,1,2,6
1759871187.679316,1759862204690,2,5,11
1759871192.6816664,1759862199579,1,2,6
1759871192.6816664,1759862204690,2,5,11
1759871197.6774592,1759862199579,1,2,6
1759871197.6774592,1759862204690,2,5,11
1759871202.6765358,1759862199579,1,2,6
1759871202.6765358,1759862204690,2,5,11
1759871248.6816785,1759862199579,1,2,6
1759871248.6816785,1759862204690,2,5,11
1759871308.6936784,1759862199579,1,2,6
1759871308.6936784,1759862204690,2,5,11
1759911898.6855605,1759862199579,1,1,3
1759911898.6855605,1759862204690,2,8,8
1759911903.681921,1759862199579,1,3,5
1759911903.681921,1759862204690,2,7,8
1759911909.3380954,1759862199579,1,3,4
1759911909.3380954,1759862204690,2,6,8
1759911915.3363156,1759862199579,1,1,4
1759911915.3363156,1759862204690,2,8,8
1759911924.9544363,1759862199579,1,3,4
1759911924.9544363,1759862204690,2,6,8
1759911929.9561174,1759862199579,1,4,4
1759911929.9561174,1759862204690,2,5,8
1759911934.9574182,1759862199579,1,4,4
1759911934.9574182,1759862204690,2,5,8
1759911939.961491,1759862199579,1,4,4
1759911939.961491,1759862204690,2,5,8
1759911944.952364,1759862199579,1,4,4
1759911944.952364,1759862204690,2,5,8
1759911949.964662,1759862199579,1,4,4
1759911949.964662,1759862204690,2,5,8
1759911954.9521296,1759862199579,1,4,4
1759911954.9521296,1759862204690,2,5,8
1759911959.9592535,1759862199579,1,4,4
1759911959.9592535,1759862204690,2,5,8
1759911964.9638584,1759862199579,1,4,4
1759911964.9638584,1759862204690,2,5,8
1759911969.952943,1759862199579,1,4,4
1759911969.952943,1759862204690,2,5,8
1759911974.9500933,1759862199579,1,4,4
1759911974.9500933,1759862204690,2,5,8
1759911980.9494672,1759862199579,1,4,4
1759911980.9494672,1759862204690,2,5,8
1759911985.9514365,1759862199579,1,4,4
1759911985.9514365,1759862204690,2,5,8
1759912012.9516475,1759862199579,1,4,4
1759912012.9516475,1759862204690,2,5,8
1759912014.9491692,1759862199579,1,4,4
1759912014.9491692,1759862204690,2,5,8
1759912019.9494715,1759862199579,1,4,4
1759912019.9494715,1759862204690,2,5,8
1759912025.7230854,1759862199579,1,1,4
1759912025.7230854,1759862204690,2,8,8
1759912030.7193265,1759862199579,1,4,6
1759912030.7193265,1759862204690,2,7,9
1759912035.7132945,1759862199579,1,2,6
1759912035.7132945,1759862204690,2,10,11
1759912040.6895902,1759862199579,1,1,6
1759912040.6895902,1759862204690,2,7,11
1759912045.6861527,1759862199579,1,1,6
1759912045.6861527,1759862204690,2,7,11
1759912050.6870017,1759862199579,1,1,6
1759912050.6870017,1759862204690,2,7,11
1759912055.6858838,1759862199579,1,1,6
1759912055.6858838,1759862204690,2,7,11
1759912060.6826508,1759862199579,1,1,6
1759912060.6826508,1759862204690,2,7,11
1759912068.8281326,1759862199579,1,3,4
1759912068.8281326,1759862204690,2,8,8
1759912076.8326342,1759862199579,1,2,4
1759912076.8326342,1759862204690,2,6,8
1759912081.8366516,1759862199579,1,2,4
1759912081.8366516,1759862204690,2,6,8
1759912086.8309479,1759862199579,1,2,4
1759912086.8309479,1759862204690,2,6,8
1759912091.8416684,1759862199579,1,2,4
1759912091.8416684,1759862204690,2,8,8
1759912096.83948,1759862199579,1,2,4
1759912096.83948,1759862204690,2,8,8
1759912101.8396852,1759862199579,1,2,4
1759912101.8396852,1759862204690,2,8,8
1759912106.855917,1759862199579,1,2,4
1759912106.855917,1759862204690,2,8,8
1759912111.831657,1759862199579,1,2,4
1759912111.831657,1759862204690,2,8,8
1759912116.8298297,1759862199579,1,2,4
1759912116.8298297,1759862204690,2,8,8
1759912122.5679827,1759862199579,1,3,4
1759912122.5679827,1759862204690,2,6,7
1759912127.5608275,1759862199579,1,3,4
1759912127.5608275,1759862204690,2,6,7
1759912132.5662348,1759862199579,1,3,4
1759912132.5662348,1759862204690,2,6,7
1759912137.5717688,1759862199579,1,3,4
1759912137.5717688,1759862204690,2,6,7
1759912177.6923382,1759862199579,1,1,4
1759912177.6923382,1759862204690,2,3,4
1759912182.7155895,1759862199579,1,1,4
1759912182.7155895,1759862204690,2,1,4
1759912188.4234312,1759862199579,1,1,4
1759912188.4234312,1759862204690,2,3,4
1759912193.4532607,1759862199579,1,1,4
1759912193.4532607,1759862204690,2,1,4
1759912198.4259832,1759862199579,1,2,4
1759912198.4259832,1759862204690,2,1,4
1759912203.3913977,1759862199579,1,2,4
1759912203.3913977,1759862204690,2,2,4
1759912208.3852968,1759862199579,1,2,4
1759912208.3852968,1759862204690,2,2,4
1759912213.3824098,1759862199579,1,2,4
1759912213.3824098,1759862204690,2,2,4
1759912218.382413,1759862199579,1,2,4
1759912218.382413,1759862204690,2,2,4
1759912279.4861927,1759862199579,1,2,4
1759912279.4861927,1759862204690,2,8,8
1759912285.9434702,1759862199579,1,1,4
1759912285.9434702,1759862204690,2,7,8
1759912290.9192097,1759862199579,1,3,6
1759912290.9192097,1759862204690,2,6,9
1759912295.9893732,1759862199579,1,2,6
1759912295.9893732,1759862204690,2,10,11
1759912300.964686,1759862199579,1,1,6
1759912300.964686,1759862204690,2,9,11
1759912305.916386,1759862199579,1,3,6
1759912305.916386,1759862204690,2,4,11
1759912314.4029074,1759862199579,1,1,4
1759912314.4029074,1759862204690,2,8,8
1759912319.3819432,1759862199579,1,3,6
1759912319.3819432,1759862204690,2,7,9
1759912324.4373407,1759862199579,1,2,6
1759912324.4373407,1759862204690,2,9,11
1759912329.39561,1759862199579,1,1,6
1759912329.39561,1759862204690,2,7,11
1759912334.3756862,1759862199579,1,1,6
1759912334.3756862,1759862204690,2,4,11
1759912342.935841,1759862199579,1,3,4
1759912342.935841,1759862204690,2,6,8
1759912348.0046706,1759862199579,1,3,6
1759912348.0046706,1759862204690,2,6,9
1759912352.9895954,1759862199579,1,2,6
1759912352.9895954,1759862204690,2,10,10
1759912357.9935327,1759862199579,1,1,6
1759912357.9935327,1759862204690,2,8,10
1759912362.9440303,1759862199579,1,1,6
1759912362.9440303,1759862204690,2,5,10
1759912367.9338322,1759862199579,1,1,6
1759912367.9338322,1759862204690,2,5,10
1759912372.9341304,1759862199579,1,1,6
1759912372.9341304,1759862204690,2,5,10
1759912377.9337234,1759862199579,1,1,6
1759912377.9337234,1759862204690,2,5,10
1759912382.948917,1759862199579,1,1,6
1759912382.948917,1759862204690,2,5,10
1759912387.9328213,1759862199579,1,1,6
1759912387.9328213,1759862204690,2,5,10
1759912392.9412394,1759862199579,1,1,6
1759912392.9412394,1759862204690,2,5,10
1759912397.9497228,1759862199579,1,1,6
1759912397.9497228,1759862204690,2,5,10
1759912402.9475281,1759862199579,1,1,6
1759912402.9475281,1759862204690,2,5,10
1759912407.944766,1759862199579,1,1,6
1759912407.944766,1759862204690,2,5,10
1759912412.937536,1759862199579,1,1,6
1759912412.937536,1759862204690,2,5,10
1759912417.9406435,1759862199579,1,1,6
1759912417.9406435,1759862204690,2,5,10
1759912422.9535115,1759862199579,1,1,6
1759912422.9535115,1759862204690,2,5,10
1759912427.9500499,1759862199579,1,1,6
1759912427.9500499,1759862204690,2,5,10
1759912432.9439585,1759862199579,1,1,6
1759912432.9439585,1759862204690,2,5,10
1759912442.9477634,1759862199579,1,1,6
1759912442.9477634,1759862204690,2,5,10
1759912454.886045,1759862199579,1,1,4
1759912454.886045,1759862204690,2,8,8
1759912462.7068584,1759862199579,1,1,4
1759912462.7068584,1759862204690,2,7,8
1759912467.7781687,1759862199579,1,3,6
1759912467.7781687,1759862204690,2,6,9
1759912472.7612493,1759862199579,1,2,6
1759912472.7612493,1759862204690,2,8,10
1759912491.890801,1759862199579,1,2,4
1759912491.890801,1759862204690,2,7,8
1759912496.8959394,1759862199579,1,2,4
1759912496.8959394,1759862204690,2,7,8
1759912501.878162,1759862199579,1,2,4
1759912501.878162,1759862204690,2,7,8
1759912506.8781664,1759862199579,1,2,4
1759912506.8781664,1759862204690,2,7,8
1759912511.8860135,1759862199579,1,2,4
1759912511.8860135,1759862204690,2,7,8
1759912516.8911314,1759862199579,1,2,4
1759912516.8911314,1759862204690,2,7,8
1759912521.8868911,1759862199579,1,2,4
1759912521.8868911,1759862204690,2,7,8
1759912526.8809557,1759862199579,1,2,4
1759912526.8809557,1759862204690,2,7,8
1759912531.8899305,1759862199579,1,2,4
1759912531.8899305,1759862204690,2,7,8
1759912536.8854532,1759862199579,1,2,4
1759912536.8854532,1759862204690,2,7,8
1759912541.877717,1759862199579,1,2,4
1759912541.877717,1759862204690,2,7,8
1759912546.8779838,1759862199579,1,2,4
1759912546.8779838,1759862204690,2,7,8
1759912551.8792095,1759862199579,1,2,4
1759912551.8792095,1759862204690,2,7,8
1759912556.877885,1759862199579,1,2,4
1759912556.877885,1759862204690,2,7,8
1759912561.8778665,1759862199579,1,2,4
1759912561.8778665,1759862204690,2,7,8
1759912566.8762836,1759862199579,1,2,4
1759912566.8762836,1759862204690,2,7,8
1759912571.8790762,1759862199579,1,2,4
1759912571.8790762,1759862204690,2,7,8
1759912576.8776822,1759862199579,1,2,4
1759912576.8776822,1759862204690,2,7,8
1759912581.879728,1759862199579,1,2,4
1759912581.879728,1759862204690,2,7,8
1759912586.8826678,1759862199579,1,2,4
1759912586.8826678,1759862204690,2,7,8
1759912591.8804765,1759862199579,1,2,4
1759912591.8804765,1759862204690,2,7,8
1759912596.8776765,1759862199579,1,2,4
1759912596.8776765,1759862204690,2,7,8
1759912601.8806372,1759862199579,1,2,4
1759912601.8806372,1759862204690,2,7,8
1759912606.8777564,1759862199579,1,2,4
1759912606.8777564,1759862204690,2,7,8
1759912611.8862529,1759862199579,1,2,4
1759912611.8862529,1759862204690,2,7,8
1759912616.8865414,1759862199579,1,2,4
1759912616.8865414,1759862204690,2,7,8
1759912621.881124,1759862199579,1,2,4
1759912621.881124,1759862204690,2,7,8
1759912626.877526,1759862199579,1,2,4
1759912626.877526,1759862204690,2,7,8
1759912631.880968,1759862199579,1,2,4
1759912631.880968,1759862204690,2,7,8
1759912636.8784807,1759862199579,1,2,4
