ts,zone_id,label,current,peak
1758622833.80795,1757952864805,Zone,1,5
1758622838.810368,1757952864805,Zone,1,5
1758622861.5281658,1757952864805,Zone,2,3
1758622866.489536,1757952864805,Zone,4,5
1758622871.5116398,1757952864805,Zone,2,5
1758622876.474256,1757952864805,Zone,1,5
1758622881.468577,1757952864805,Zone,1,5
1758622886.4695425,1757952864805,Zone,1,5
1758622891.469284,1757952864805,Zone,1,5
1758622896.4678755,1757952864805,Zone,1,5
1758622901.468538,1757952864805,Zone,1,5
1758622906.4757178,1757952864805,Zone,1,5
1758622911.4747722,1757952864805,Zone,1,5
1758622916.470057,1757952864805,Zone,1,5
1758622921.4700015,1757952864805,Zone,1,5
1758622926.4699886,1757952864805,Zone,1,5
1758622931.4709432,1757952864805,Zone,1,5
1758622936.4700592,1757952864805,Zone,1,5
1758622941.4702973,1757952864805,Zone,1,5
1758622946.468976,1757952864805,Zone,1,5
1758622951.4690797,1757952864805,Zone,1,5
1758622956.468542,1757952864805,Zone,1,5
1758622961.4683268,1757952864805,Zone,1,5
1758622966.4724264,1757952864805,Zone,1,5
1758622971.4738374,1757952864805,Zone,1,5
1758622976.4721677,1757952864805,Zone,1,5
1758622981.4708288,1757952864805,Zone,1,5
1758622986.4693613,1757952864805,Zone,1,5
1758623060.2037802,1757952864805,Zone,2,3
1758623061.779336,1757952864805,Zone,2,3
1758623066.7783434,1757952864805,Zone,2,3
1758623071.778661,1757952864805,Zone,2,3
1758623076.777311,1757952864805,Zone,2,3
1758623081.7779865,1757952864805,Zone,2,3
1758623086.7836664,1757952864805,Zone,2,3
1758623091.7806728,1757952864805,Zone,2,3
1758623096.7809951,1757952864805,Zone,2,3
1758623101.7813861,1757952864805,Zone,2,3
1758623106.7802312,1757952864805,Zone,2,3
1758623111.7794907,1757952864805,Zone,2,3
1758623116.7809103,1757952864805,Zone,2,3
1758623121.7791414,1757952864805,Zone,2,3
1758623126.7785904,1757952864805,Zone,2,3
1758623131.777942,1757952864805,Zone,2,3
1758623136.7788754,1757952864805,Zone,2,3
1758623141.7780972,1757952864805,Zone,2,3
1758623146.777347,1757952864805,Zone,2,3
1758623151.781226,1757952864805,Zone,2,3
1758623156.7783418,1757952864805,Zone,2,3
1758623177.8027902,1757952864805,Zone,2,4
1758623182.7328305,1757952864805,Zone,1,5
1759862123.635246,1757952864805,Zone,5,5
1759862123.635246,1759862119821,Zone,0,0
1759862123.635246,1759862119845,Zone,0,0
1759862128.633505,1757952864805,Zone,5,7
1759862128.633505,1759862119821,Zone,0,0
1759862128.633505,1759862119845,Zone,0,0
1759862133.660402,1757952864805,Zone,3,7
1759862133.660402,1759862119821,Zone,0,0
1759862133.660402,1759862119845,Zone,0,0
1759862138.6351156,1757952864805,Zone,4,7
1759862138.6351156,1759862119821,Zone,0,0
1759862138.6351156,1759862119845,Zone,0,0
1759862138.6351156,1759862134358,1,4,5
1759862143.632862,1757952864805,Zone,4,7
1759862143.632862,1759862119821,Zone,0,0
1759862143.632862,1759862119845,Zone,0,0
1759862143.632862,1759862134358,1,4,5
1759862148.6331384,1757952864805,Zone,4,7
1759862148.6331384,1759862119821,Zone,0,0
1759862148.6331384,1759862119845,Zone,0,0
1759862148.6331384,1759862134358,1,4,5
1759862153.6309326,1757952864805,Zone,4,7
1759862153.6309326,1759862119821,Zone,0,0
1759862153.6309326,1759862119845,Zone,0,0
1759862153.6309326,1759862134358,1,4,5
1759862158.6378624,1757952864805,Zone,4,7
1759862158.6378624,1759862119821,Zone,0,0
1759862158.6378624,1759862119845,Zone,0,0
1759862158.6378624,1759862134358,1,4,5
1759862163.6727605,1757952864805,Zone,4,7
1759862163.6727605,1759862119821,Zone,0,0
1759862163.6727605,1759862119845,Zone,0,0
1759862163.6727605,1759862134358,1,4,6
1759862163.6727605,1759862142501,1,0,0
1759862163.6727605,1759862144251,1,4,5
1759862163.6727605,1759862148738,4,0,0
1759862168.736724,1757952864805,Zone,4,7
1759862168.736724,1759862119821,Zone,0,0
1759862168.736724,1759862119845,Zone,0,0
1759862168.736724,1759862134358,1,4,7
1759862168.736724,1759862142501,1,0,0
1759862168.736724,1759862144251,1,6,6
1759862168.736724,1759862148738,4,0,0
1759862173.636791,1757952864805,Zone,4,7
1759862173.636791,1759862119821,Zone,0,0
1759862173.636791,1759862119845,Zone,0,0
1759862173.636791,1759862134358,1,5,7
1759862173.636791,1759862142501,1,0,0
1759862173.636791,1759862144251,1,8,9
1759862173.636791,1759862148738,4,0,0
1759862178.7772834,1757952864805,Zone,4,7
1759862178.7772834,1759862119821,Zone,0,0
1759862178.7772834,1759862119845,Zone,0,0
1759862178.7772834,1759862134358,1,6,7
1759862178.7772834,1759862142501,1,0,0
1759862178.7772834,1759862144251,1,5,9
1759862178.7772834,1759862148738,4,0,0
1759862183.6637914,1757952864805,Zone,4,7
1759862183.6637914,1759862119821,Zone,0,0
1759862183.6637914,1759862119845,Zone,0,0
1759862183.6637914,1759862134358,1,2,7
1759862183.6637914,1759862142501,1,0,0
1759862183.6637914,1759862144251,1,5,9
1759862183.6637914,1759862148738,4,0,0
1759862188.6310759,1757952864805,Zone,4,7
1759862188.6310759,1759862119821,Zone,0,0
1759862188.6310759,1759862119845,Zone,0,0
1759862188.6310759,1759862134358,1,4,7
1759862188.6310759,1759862142501,1,0,0
1759862188.6310759,1759862144251,1,4,9
1759862188.6310759,1759862148738,4,0,0
1759862193.6403766,1757952864805,Zone,4,7
1759862193.6403766,1759862119821,Zone,0,0
1759862193.6403766,1759862119845,Zone,0,0
1759862193.6403766,1759862134358,1,4,7
1759862193.6403766,1759862142501,1,0,0
1759862193.6403766,1759862144251,1,4,9
1759862193.6403766,1759862148738,4,0,0
1759862198.6321526,1757952864805,Zone,4,7
1759862198.6321526,1759862119821,Zone,0,0
1759862198.6321526,1759862119845,Zone,0,0
1759862198.6321526,1759862134358,1,4,7
1759862198.6321526,1759862142501,1,0,0
1759862198.6321526,1759862144251,1,4,9
1759862198.6321526,1759862148738,4,0,0
1759862203.6304338,1757952864805,Zone,4,7
1759862203.6304338,1759862119821,Zone,0,0
1759862203.6304338,1759862119845,Zone,0,0
1759862203.6304338,1759862134358,1,4,7
1759862203.6304338,1759862142501,1,0,0
1759862203.6304338,1759862144251,1,4,9
1759862203.6304338,1759862148738,4,0,0
1759862208.631332,1757952864805,Zone,4,7
1759862208.631332,1759862119821,Zone,0,0
1759862208.631332,1759862119845,Zone,0,0
1759862208.631332,1759862134358,1,4,7
1759862208.631332,1759862142501,1,0,0
1759862208.631332,1759862144251,1,4,9
1759862208.631332,1759862148738,4,0,0
1759862213.6316946,1757952864805,Zone,4,7
1759862213.6316946,1759862119821,Zone,0,0
1759862213.6316946,1759862119845,Zone,0,0
1759862213.6316946,1759862134358,1,4,7
1759862213.6316946,1759862142501,1,0,0
1759862213.6316946,1759862144251,1,4,9
1759862213.6316946,1759862148738,4,0,0
1759862218.6441593,1757952864805,Zone,4,7
1759862218.6441593,1759862119821,Zone,0,0
1759862218.6441593,1759862119845,Zone,0,0
1759862218.6441593,1759862134358,1,4,7
1759862218.6441593,1759862142501,1,0,0
1759862218.6441593,1759862144251,1,4,9
1759862218.6441593,1759862148738,4,0,0
1759862218.6441593,1759862199579,1,3,4
1759862218.6441593,1759862204690,2,7,8
1759862223.6836503,1757952864805,Zone,4,7
1759862223.6836503,1759862119821,Zone,0,0
1759862223.6836503,1759862119845,Zone,0,0
1759862223.6836503,1759862134358,1,4,7
1759862223.6836503,1759862142501,1,0,0
1759862223.6836503,1759862144251,1,4,9
1759862223.6836503,1759862148738,4,0,0
1759862223.6836503,1759862199579,1,3,4
1759862223.6836503,1759862204690,2,8,9
1759862228.636197,1757952864805,Zone,4,7
1759862228.636197,1759862119821,Zone,0,0
1759862228.636197,1759862119845,Zone,0,0
1759862228.636197,1759862134358,1,4,7
1759862228.636197,1759862142501,1,0,0
1759862228.636197,1759862144251,1,4,9
1759862228.636197,1759862148738,4,0,0
1759862228.636197,1759862199579,1,3,5
1759862228.636197,1759862204690,2,10,10
1759862233.6435297,1757952864805,Zone,4,7
1759862233.6435297,1759862119821,Zone,0,0
1759862233.6435297,1759862119845,Zone,0,0
1759862233.6435297,1759862134358,1,4,7
1759862233.6435297,1759862142501,1,0,0
1759862233.6435297,1759862144251,1,4,9
1759862233.6435297,1759862148738,4,0,0
1759862233.6435297,1759862199579,1,1,5
1759862233.6435297,1759862204690,2,7,10
1759862248.5217304,1757952864805,Zone,4,7
1759862248.5217304,1759862119821,Zone,0,0
1759862248.5217304,1759862119845,Zone,0,0
1759862248.5217304,1759862134358,1,4,7
1759862248.5217304,1759862142501,1,0,0
1759862248.5217304,1759862144251,1,4,9
1759862248.5217304,1759862148738,4,0,0
1759862248.5217304,1759862199579,1,2,5
1759862248.5217304,1759862204690,2,5,10
1759862253.6410255,1757952864805,Zone,4,7
1759862253.6410255,1759862119821,Zone,0,0
1759862253.6410255,1759862119845,Zone,0,0
1759862253.6410255,1759862134358,1,4,7
1759862253.6410255,1759862142501,1,0,0
1759862253.6410255,1759862144251,1,4,9
1759862253.6410255,1759862148738,4,0,0
1759862253.6410255,1759862199579,1,2,5
1759862253.6410255,1759862204690,2,5,10
1759862258.6410758,1757952864805,Zone,4,7
1759862258.6410758,1759862119821,Zone,0,0
1759862258.6410758,1759862119845,Zone,0,0
1759862258.6410758,1759862134358,1,4,7
1759862258.6410758,1759862142501,1,0,0
1759862258.6410758,1759862144251,1,4,9
1759862258.6410758,1759862148738,4,0,0
1759862258.6410758,1759862199579,1,2,5
1759862258.6410758,1759862204690,2,5,10
1759862263.634099,1757952864805,Zone,4,7
1759862263.634099,1759862119821,Zone,0,0
1759862263.634099,1759862119845,Zone,0,0
1759862263.634099,1759862134358,1,4,7
1759862263.634099,1759862142501,1,0,0
1759862263.634099,1759862144251,1,4,9
1759862263.634099,1759862148738,4,0,0
1759862263.634099,1759862199579,1,2,5
1759862263.634099,1759862204690,2,5,10
1759862268.628665,1757952864805,Zone,4,7
1759862268.628665,1759862119821,Zone,0,0
1759862268.628665,1759862119845,Zone,0,0
1759862268.628665,1759862134358,1,4,7
1759862268.628665,1759862142501,1,0,0
1759862268.628665,1759862144251,1,4,9
1759862268.628665,1759862148738,4,0,0
1759862268.628665,1759862199579,1,2,5
1759862268.628665,1759862204690,2,5,10
1759862273.6299725,1757952864805,Zone,4,7
1759862273.6299725,1759862119821,Zone,0,0
1759862273.6299725,1759862119845,Zone,0,0
1759862273.6299725,1759862134358,1,4,7
1759862273.6299725,1759862142501,1,0,0
1759862273.6299725,1759862144251,1,4,9
1759862273.6299725,1759862148738,4,0,0
1759862273.6299725,1759862199579,1,2,5
1759862273.6299725,1759862204690,2,5,10
1759866947.6809897,1759862199579,1,0,4
1759866947.6809897,1759862204690,2,7,8
1759866952.7208982,1759862199579,1,4,6
1759866952.7208982,1759862204690,2,9,9
1759866962.3503692,1759862199579,1,1,4
1759866962.3503692,1759862204690,2,7,8
1759866967.2325802,1759862199579,1,3,4
1759866967.2325802,1759862204690,2,7,8
1759866972.2408426,1759862199579,1,3,4
1759866972.2408426,1759862204690,2,9,10
1759866977.2367926,1759862199579,1,3,4
1759866977.2367926,1759862204690,2,9,10
1759866982.2441664,1759862199579,1,3,4
1759866982.2441664,1759862204690,2,9,10
1759866987.2365763,1759862199579,1,3,4
1759866987.2365763,1759862204690,2,9,10
1759866992.2325885,1759862199579,1,3,4
1759866992.2325885,1759862204690,2,9,10
1759866997.2391243,1759862199579,1,3,4
1759866997.2391243,1759862204690,2,9,10
1759867002.2365968,1759862199579,1,3,4
1759867002.2365968,1759862204690,2,9,10
1759867007.231584,1759862199579,1,3,4
1759867007.231584,1759862204690,2,9,10
1759867012.2369843,1759862199579,1,3,4
1759867012.2369843,1759862204690,2,9,10
1759867017.6903975,1759862199579,1,3,4
1759867017.6903975,1759862204690,2,9,10
1759867022.6772373,1759862199579,1,3,4
1759867022.6772373,1759862204690,2,9,10
1759867027.230083,1759862199579,1,3,4
1759867027.230083,1759862204690,2,9,10
1759867032.243152,1759862199579,1,3,4
1759867032.243152,1759862204690,2,9,10
1759867037.2321904,1759862199579,1,3,4
1759867037.2321904,1759862204690,2,9,10
1759867042.236981,1759862199579,1,3,4
1759867042.236981,1759862204690,2,9,10
1759867047.2328515,1759862199579,1,3,4
1759867047.2328515,1759862204690,2,9,10
1759867052.229919,1759862199579,1,3,4
1759867052.229919,1759862204690,2,9,10
